English,Old ES,New ES,Old FR,New FR,ES Changed,FR Changed
Solar Collector Heat Transfer Energy,Energía de Transferencia de Calor del Colector Solar,Colector Solar: Energía Transferida,Énergie de transfert thermique du capteur solaire,Capteur Solaire: Énergie de Transfert de Chaleur,Y,Y
Solar Collector Heat Transfer Rate,Tasa de Transferencia de Calor del Colector Solar,Colector Solar: Tasa de Transferencia de Calor,Débit de transfert de chaleur du collecteur solaire,Collecteur Solaire: Puissance de Transfert Thermique,Y,Y
Solar Collector Incident Angle Modifier,Modificador del Ángulo de Incidencia del Colector Solar,Colector Solar: Modificador del Ángulo de Incidencia,Modificateur d&apos;angle d&apos;incidence du collecteur solaire,Collecteur Solaire : Modificateur d'Angle d'Incidence,Y,Y
Solar Collector Overall Top Heat Loss Coefficient,Coeficiente General de Pérdida de Calor Superior del Colector Solar,Colector Solar: Coeficiente General de Pérdida de Calor Superior,Coefficient Global de Perte de Chaleur Supérieure du Collecteur Solaire,Collecteur Solaire: Coefficient Global de Perte Thermique Supérieure,Y,Y
Solar Collector Skin Heat Transfer Energy,Energía de Transferencia de Calor por Capa Exterior del Colector Solar,Colector Solar: Energía de Transferencia de Calor de la Piel,Énergie de Transfert de Chaleur de la Surface du Collecteur Solaire,Collecteur Solaire: Énergie de Transfert Thermique de la Surface,Y,Y
Solar Collector Skin Heat Transfer Rate,Tasa de Transferencia de Calor por Capa Exterior del Colector Solar,Colector Solar: Tasa de Transferencia de Calor en la Piel,Taux de transfert de chaleur de la surface du collecteur solaire,Collecteur Solaire: Débit de Transfert de Chaleur à la Surface,Y,Y
Solar Collector Storage Heat Transfer Energy,Energía de Transferencia de Calor del Almacenamiento del Colector Solar,Colector Solar: Energía de Transferencia de Calor del Almacenamiento,Énergie de transfert thermique du stockage du capteur solaire,Capteur Solaire: Énergie de Transfert de Chaleur du Stockage,Y,Y
Solar Collector Storage Heat Transfer Rate,Tasa de Transferencia de Calor del Almacenamiento del Colector Solar,Colector Solar: Velocidad de Transferencia de Calor al Almacenamiento,Taux de transfert de chaleur du stockage du capteur solaire,Capteur Solaire: Débit de Transfert Thermique du Stockage,Y,Y
Solar Collector Storage Water Temperature,Temperatura del Agua de Almacenamiento del Colector Solar,Colector Solar: Temperatura del Agua Almacenada,Température de l&apos;eau du stockage du collecteur solaire,Capteur Solaire : Température de l'eau du réservoir de stockage,Y,Y
Solar Collector Thermal Efficiency,Eficiencia Térmica del Colector Solar,Colector Solar: Eficiencia Térmica,Rendement Thermique du Capteur Solaire,Collecteur Solaire: Rendement Thermique,Y,Y
Solar Collector Transmittance Absorptance Product,Producto de Transmitancia-Absortancia del Colector Solar,Colector Solar: Producto Transmitancia-Absortancia,Produit Transmittance-Absorptance du Collecteur Solaire,Collecteur Solaire: Produit Transmittance-Absorptance,Y,Y
Steam Equipment Convective Heating Energy,Energía de Calefacción Convectiva del Equipo de Vapor,Equipo de Vapor: Energía de Calentamiento Convectivo,Énergie de Chauffage par Convection de l&apos;Équipement à Vapeur,Équipement Vapeur: Énergie de Chauffage par Convection,Y,Y
Steam Equipment Convective Heating Rate,Tasa de Calefacción Convectiva del Equipo de Vapor,Equipo de Vapor: Tasa de Calentamiento Convectivo,Débit de chauffage par convection de l&apos;équipement à vapeur,Équipement à Vapeur : Puissance de Chauffage par Convection,Y,Y
Steam Equipment District Heating Energy,Energía de Calefacción Distrital del Equipo de Vapor,Equipo de Vapor: Energía de Calefacción Distrital,Énergie de chauffage urbain avec équipements à vapeur,Équipement Vapeur: Énergie de Chauffage Urbain,Y,Y
Steam Equipment District Heating Rate,Tasa de Calefacción Distrital del Equipo de Vapor,Equipos de Vapor: Tasa de Calefacción Distrital,Débit de chauffage urbain avec équipement à vapeur,Équipement à Vapeur : Débit de Chauffage Urbain,Y,Y
Steam Equipment Latent Gain Energy,Energía de Ganancia Latente del Equipo de Vapor,Steam Equipment: Energía de Ganancia Latente,Énergie de gain latent de l&apos;équipement à vapeur,Steam Equipment: Énergie de Gain Latent,Y,Y
Steam Equipment Latent Gain Rate,Tasa de Ganancia Latente del Equipo de Vapor,Equipo de Vapor: Tasa de Ganancia Latente,Débit de gain latent de l&apos;équipement vapeur,Équipement à Vapeur: Débit de Gain Latent,Y,Y
Steam Equipment Lost Heat Energy,Energía de Calor Perdido del Equipo de Vapor,Equipo de Vapor: Energía de Calor Perdida,Énergie Calorifique Perdue de l&apos;Équipement à Vapeur,Équipement à Vapeur : Énergie Thermique Perdue,Y,Y
Steam Equipment Lost Heat Rate,Tasa de Calor Perdido del Equipo de Vapor,Equipo de Vapor: Tasa de Pérdida de Calor,Débit de chaleur perdue des équipements à vapeur,Équipement Vapeur : Puissance Thermique Perdue,Y,Y
Steam Equipment Radiant Heating Energy,Energía de Calefacción Radiante del Equipo de Vapor,Equipo de Vapor: Energía de Calefacción Radiante,Énergie de chauffage radiant des équipements à vapeur,Équipement à Vapeur : Énergie de Chauffage Radiant,Y,Y
Steam Equipment Radiant Heating Rate,Tasa de Calefacción Radiante del Equipo de Vapor,Equipo de Vapor: Tasa de Calefacción Radiante,Débit de chauffage radiatif du équipement vapeur,Équipement à Vapeur: Puissance de Chauffage Radiant,Y,Y
Steam Equipment Total Heating Energy,Energía de Calefacción Total del Equipo de Vapor,Equipo de Vapor: Energía Total de Calentamiento,Énergie Calorifique Totale des Équipements à Vapeur,Équipement à Vapeur : Énergie de Chauffage Totale,Y,Y
Steam Equipment Total Heating Rate,Tasa de Calefacción Total del Equipo de Vapor,Equipo de Vapor: Tasa de Calentamiento Total,Débit de chaleur total de l&apos;équipement à vapeur,Équipement à Vapeur : Débit Thermique Total,Y,Y
Surface Inside Face Temperature,Temperatura de la Cara Interior de la Superficie,Superficie: Temperatura de la Cara Interior,Température de la Surface Intérieure,Surface : Température de la Face Intérieure,Y,Y
Surface Outside Face Temperature,Temperatura de la Cara Exterior de la Superficie,Superficie: Temperatura de la Cara Exterior,Température de surface externe,Surface : Température de la Face Externe,Y,Y
System Node Current Density,Densidad Actual del Nodo del Sistema,Nodo del Sistema: Densidad Actual,Densité de Courant du Nœud Système,Nœud du Système: Masse Volumique Actuelle,Y,Y
System Node Current Density Volume Flow Rate,Caudal Volumétrico a Densidad Actual del Nodo del Sistema,Nodo del Sistema: Caudal Volumétrico a Densidad Actual,Débit volumétrique de densité de courant actuel du nœud système,Nœud Système : Débit Volumique à Densité Actuelle,Y,Y
System Node Dewpoint Temperature,Temperatura de Punto de Rocío del Nodo del Sistema,Nodo del Sistema: Temperatura del Punto de Rocío,Température de point de rosée du nœud système,Nœud Système : Température de point de rosée,Y,Y
System Node Enthalpy,Entalpía del Nodo del Sistema,Nodo del Sistema: Entalpía,Enthalpie du nœud système,Nœud Système : Enthalpie,Y,Y
System Node Height,Altura del Nodo del Sistema,Nodo del Sistema: Altura,Hauteur du nœud système,Nœud Système: Hauteur,Y,Y
System Node Humidity Ratio,Relación de Humedad del Nodo del Sistema,Nodo del Sistema: Razón de Humedad,Ratio d&apos;humidité du nœud du système,Nœud Système: Rapport d'humidité,Y,Y
System Node Last Timestep Enthalpy,Entalpía del Último Paso de Tiempo del Nodo del Sistema,Nodo del Sistema: Entalpía del Paso de Tiempo Anterior,Enthalpie du Nœud Système au Dernier Pas de Temps,Nœud Système : Enthalpie du Pas de Temps Précédent,Y,Y
System Node Last Timestep Temperature,Temperatura del Último Paso de Tiempo del Nodo del Sistema,Nodo del Sistema: Temperatura del Paso de Tiempo Anterior,Température du nœud système au dernier pas de temps,Nœud Système : Température du Pas de Temps Précédent,Y,Y
System Node Mass Flow Rate,Caudal Másico del Nodo del Sistema,Nodo del Sistema: Flujo Másico,Débit massique du nœud système,Nœud Système : Débit Massique,Y,Y
System Node Pressure,Presión del Nodo del Sistema,Nodo del Sistema: Presión,Pression du nœud du système,Nœud Système : Pression,Y,Y
System Node Quality,Calidad del Nodo del Sistema,Nodo del Sistema: Calidad,Qualité du nœud du système,Nœud Système : Titre de vapeur,Y,Y
System Node Relative Humidity,Humedad Relativa del Nodo del Sistema,Nodo del Sistema: Humedad Relativa,Humidité Relative du Nœud du Système,Nœud Système : Humidité Relative,Y,Y
System Node Setpoint High Temperature,Temperatura Alta del Punto de Ajuste del Nodo del Sistema,Nodo del Sistema: Temperatura Setpoint Superior,Température Haute de Consigne du Nœud Système,Nœud Système : Température de Consigne Haute,Y,Y
System Node Setpoint Humidity Ratio,Relación de Humedad del Punto de Ajuste del Nodo del Sistema,Nodo del Sistema: Proporción de Humedad en el Punto de Consigna,Rapport d&apos;humidité du point de consigne du nœud système,Nœud Système : Ratio d'Humidité de Consigne,Y,Y
System Node Setpoint Low Temperature,Temperatura Baja del Punto de Ajuste del Nodo del Sistema,Nodo del Sistema: Temperatura de Consigna Baja,Température Basse du Point de Consigne du Nœud Système,Nœud Système : Température de Consigne Basse,Y,Y
System Node Setpoint Maximum Humidity Ratio,Relación de Humedad Máxima del Punto de Ajuste del Nodo del Sistema,Nodo del Sistema: Relación de Humedad Máxima de Consigna,Ratio d&apos;Humidité Maximal de Consigne du Nœud Système,Nœud Système: Rapport d'Humidité Maximum de Consigne,Y,Y
System Node Setpoint Minimum Humidity Ratio,Relación de Humedad Mínima del Punto de Ajuste del Nodo del Sistema,Nodo del Sistema: Relación de Humedad Mínima de Consigna,Ratio d&apos;humidité minimum du point de consigne du nœud système,Nœud du Système : Consigne Minimale du Rapport d'Humidité,Y,Y
System Node Setpoint Temperature,Temperatura del Punto de Ajuste del Nodo del Sistema,Nodo del Sistema: Temperatura de Consigna,Température de consigne du nœud système,Nœud Système : Température de Consigne,Y,Y
System Node Specific Heat,Calor Específico del Nodo del Sistema,Nodo del Sistema: Calor Específico,Chaleur spécifique du nœud système,Nœud Système: Chaleur Massique,Y,Y
System Node Standard Density Volume Flow Rate,Caudal Volumétrico a Densidad Estándar del Nodo del Sistema,Sistema Nodo: Caudal Volumétrico a Densidad Estándar,Débit volumique à densité standard du nœud système,Nœud Système : Débit Volumique à Densité Normalisée,Y,Y
System Node Temperature,Temperatura del Nodo del Sistema,Nodo del Sistema: Temperatura,Température du Nœud Système,Nœud Système : Température,Y,Y
System Node Wetbulb Temperature,Temperatura de Bulbo Húmedo del Nodo del Sistema,Nodo del Sistema: Temperatura de Bulbo Húmedo,Température de bulbe humide du nœud système,Nœud Système : Température Humide,Y,Y
Thermal Comfort ASHRAE 55 Adaptive Model 80% Acceptability Status,Estado de Aceptabilidad del 80% del Modelo Adaptativo ASHRAE 55 de Confort Térmico,Confort Térmico: Estado de Aceptabilidad del 80% del Modelo Adaptativo ASHRAE 55,Statut d&apos;acceptabilité de 80 % du modèle adaptatif ASHRAE 55 pour le confort thermique,Confort Thermique: État d'Acceptabilité du Modèle Adaptatif ASHRAE 55 à 80%,Y,Y
Thermal Comfort ASHRAE 55 Adaptive Model 90% Acceptability Status,Estado de Aceptabilidad del 90% del Modelo Adaptativo ASHRAE 55 de Confort Térmico,Confort Térmico: Estado de Aceptabilidad al 90% del Modelo Adaptativo ASHRAE 55,Statut d&apos;acceptabilité 90% du modèle adaptatif ASHRAE 55 pour le confort thermique,Confort Thermique: Statut d'Acceptabilité à 90% du Modèle Adaptatif ASHRAE 55,Y,Y
Thermal Comfort ASHRAE 55 Adaptive Model Running Average Outdoor Air Temperature,Temperatura Promedio Móvil del Aire Exterior del Modelo Adaptativo ASHRAE 55 de Confort Térmico,Confort Térmico: Temperatura Exterior Promedio Móvil del Modelo Adaptativo ASHRAE 55,Température de l&apos;air extérieur en moyenne mobile - Modèle adaptatif ASHRAE 55 Confort thermique,Confort Thermique: Température Extérieure Moyenne Mobile du Modèle Adaptatif ASHRAE 55,Y,Y
Thermal Comfort ASHRAE 55 Adaptive Model Temperature,Temperatura del Modelo Adaptativo ASHRAE 55 de Confort Térmico,Confort Térmico: Temperatura del Modelo Adaptativo ASHRAE 55,Température du Modèle Adaptatif ASHRAE 55 pour le Confort Thermique,Confort Thermique: Température du Modèle Adaptatif ASHRAE 55,Y,Y
Thermal Comfort CEN 15251 Adaptive Model Category I Status,Estado de Categoría I del Modelo Adaptativo CEN 15251 de Confort Térmico,Confort Térmico: Estado Categoría I del Modelo Adaptativo CEN 15251,Statut Catégorie I du Modèle Adaptatif Confort Thermique CEN 15251,Confort thermique : Statut Catégorie I Modèle adaptatif CEN 15251,Y,Y
Thermal Comfort CEN 15251 Adaptive Model Category II Status,Estado de Categoría II del Modelo Adaptativo CEN 15251 de Confort Térmico,Confort Térmico: Estado Categoría II del Modelo Adaptativo CEN 15251,Statut du Modèle Adaptatif de Confort Thermique CEN 15251 Catégorie II,Confort Thermique: Statut Catégorie II du Modèle Adaptatif CEN 15251,Y,Y
