English,Old ES,New ES,Old FR,New FR,ES Changed,FR Changed
Unitary System Electricity Rate,Tasa de Electricidad del Sistema Unitario,Sistema Unitario: Tasa de Consumo de Electricidad,Tarif d&apos;électricité du système unitaire,Système Unitaire : Puissance Électrique,Y,Y
Unitary System Fan Part Load Ratio,Relación de Carga Parcial del Ventilador del Sistema Unitario,Sistema Unitario: Ratio de Carga Parcial del Ventilador,Rapport de charge partielle du ventilateur du système unitaire,Système Unitaire : Ratio de Charge Partielle du Ventilateur,Y,Y
Unitary System Heat Recovery Energy,Energía de Recuperación de Calor del Sistema Unitario,Unitary System: Energía de Recuperación de Calor,Énergie de récupération de chaleur du système unitaire,Système Unitaire : Énergie de Récupération de Chaleur,Y,Y
Unitary System Heat Recovery Fluid Mass Flow Rate,Caudal Másico del Fluido de Recuperación de Calor del Sistema Unitario,Sistema Unitario: Flujo Másico del Fluido de Recuperación de Calor,Débit massique du fluide de récupération de chaleur du système unitaire,Système Unitaire : Débit Massique du Fluide de Récupération de Chaleur,Y,Y
Unitary System Heat Recovery Inlet Temperature,Temperatura de Entrada de Recuperación de Calor del Sistema Unitario,Sistema Unitario: Temperatura de Entrada de Recuperación de Calor,Température d&apos;entrée de la récupération de chaleur du système unitaire,Système Unitaire : Température d'Entrée de la Récupération de Chaleur,Y,Y
Unitary System Heat Recovery Outlet Temperature,Temperatura de Salida de Recuperación de Calor del Sistema Unitario,Sistema Unitario: Temperatura de Salida de Recuperación de Calor,Température de sortie de récupération de chaleur du système unitaire,Système Unitaire: Température de Sortie de la Récupération de Chaleur,Y,Y
Unitary System Heat Recovery Rate,Tasa de Recuperación de Calor del Sistema Unitario,Sistema Unitario: Tasa de Recuperación de Calor,Taux de Récupération de Chaleur du Système Unitaire,Système Unitaire : Débit de Récupération de Chaleur,Y,Y
Unitary System Heating Ancillary Electricity Energy,Energía Eléctrica Auxiliar de Calefacción del Sistema Unitario,Sistema Unitario: Energía Eléctrica Auxiliar de Calefacción,Énergie électrique auxiliaire de chauffage du système unitaire,Système Unitaire : Énergie Électrique Auxiliaire de Chauffage,Y,Y
Unitary System Latent Cooling Rate,Tasa de Enfriamiento Latente del Sistema Unitario,Sistema Unitario: Velocidad de Enfriamiento Latente,Débit de refroidissement latent du système unitaire,Système Unitaire : Débit de Refroidissement Latent,Y,Y
Unitary System Latent Heating Rate,Tasa de Calefacción Latente del Sistema Unitario,Sistema Unitario: Velocidad de Calentamiento Latente,Débit de chauffage latent du système unitaire,Système Unitaire : Débit de Chauffage Latent,Y,Y
Unitary System Predicted Moisture Load to Setpoint Heat Transfer Rate,Tasa de Transferencia de Calor de Carga de Humedad Prevista al Punto de Ajuste del Sistema Unitario,Sistema Unitario: Tasa de Transferencia de Calor de Carga de Humedad Predicha al Punto de Consigna,Débit de chaleur de transfert prédit du système unitaire vers la charge d&apos;humidité au point de consigne,Système Unitaire : Débit de chaleur de transfert de charge d'humidité prédite au point de consigne,Y,Y
Unitary System Predicted Sensible Load to Setpoint Heat Transfer Rate,Tasa de Transferencia de Calor de Carga Sensible Prevista al Punto de Ajuste del Sistema Unitario,Sistema Unitario: Tasa de Transferencia de Calor de Carga Sensible Predicha al Punto de Consigna,Débit de transfert thermique prédit du système unitaire à charge sensible jusqu&apos;à la température de consigne,Système Unitaire : Charge Sensible Prédite pour le Débit de Transfert Thermique jusqu'au Point de Consigne,Y,Y
Unitary System Requested Heating Rate,Tasa de Calefacción Requerida del Sistema Unitario,Sistema Unitario: Tasa de Calefacción Solicitada,Taux de chauffage demandé du système unitaire,Système Unitaire: Puissance de Chauffage Demandée,Y,Y
Unitary System Requested Latent Cooling Rate,Tasa de Enfriamiento Latente Requerida del Sistema Unitario,Sistema Unitario: Tasa de Enfriamiento Latente Solicitado,Débit de refroidissement latent demandé du système unitaire,Système Unitaire : Débit de Refroidissement Latent Demandé,Y,Y
Unitary System Requested Sensible Cooling Rate,Tasa de Enfriamiento Sensible Requerida del Sistema Unitario,Sistema Unitario: Velocidad de Enfriamiento Sensible Solicitado,Débit de refroidissement sensible demandé du système unitaire,Système Unitaire : Débit de Refroidissement Sensible Demandé,Y,Y
Unitary System Sensible Cooling Rate,Tasa de Enfriamiento Sensible del Sistema Unitario,Sistema Unitario: Tasa de Enfriamiento Sensible,Débit de refroidissement sensible du système unitaire,Système Unitaire : Débit de Refroidissement Sensible,Y,Y
Unitary System Sensible Heating Rate,Tasa de Calefacción Sensible del Sistema Unitario,Sistema Unitario: Tasa de Calentamiento Sensible,Débit de chauffage sensible du système unitaire,Système Unitaire : Débit de Chauffage Sensible,Y,Y
Unitary System Total Cooling Rate,Tasa Total de Enfriamiento del Sistema Unitario,Sistema Unitario: Tasa Total de Enfriamiento,Débit de refroidissement total du système unitaire,Système Unitaire : Puissance Frigorifique Totale,Y,Y
Unitary System Total Heating Rate,Tasa Total de Calefacción del Sistema Unitario,Sistema Unitario: Tasa Total de Calefacción,Débit de chauffage total du système unitaire,Système Unitaire: Débit de Chauffage Total,Y,Y
Unitary System Water Coil Cycling Ratio,Relación de Ciclos del Serpentín de Agua del Sistema Unitario,Sistema Unitario: Fracción de Ciclo de la Bobina de Agua,Rapport de Cyclage de la Bobine d&apos;Eau du Système Unitaire,Système Unitaire : Rapport de Cyclage de la Batterie Eau,Y,Y
Unitary System Water Coil Speed Level,Nivel de Velocidad del Serpentín de Agua del Sistema Unitario,Sistema Unitario: Nivel de Velocidad de Serpentín Hidráulico,Niveau de vitesse de la serpentin d&apos;eau du système unitaire,Système Unitaire : Niveau de Vitesse de la Batterie Hydronic,Y,Y
Unitary System Water Coil Speed Ratio,Relación de Velocidad del Serpentín de Agua del Sistema Unitario,Sistema Unitario: Razón de Velocidad de Serpentín de Agua,Rapport de Vitesse de la Bobine d&apos;Eau du Système Unitaire,Système Unitaire : Rapport de Vitesse de Serpentin à Eau,Y,Y
VRF Air Terminal Cooling Electricity Energy,Energía Eléctrica de Enfriamiento del Terminal de Aire VRF,Terminal VRF: Energía Eléctrica de Enfriamiento,Énergie Électrique de Refroidissement du Terminal Air VRF,Terminal VRF : Énergie Électrique de Refroidissement,Y,Y
VRF Air Terminal Cooling Electricity Rate,Tasa de Electricidad de Enfriamiento del Terminal de Aire VRF,Terminal VRF: Tasa de Electricidad de Enfriamiento,Débit d&apos;électricité de refroidissement du terminal aérien VRF,Terminal VRF: Puissance Électrique en Refroidissement,Y,Y
VRF Air Terminal Fan Availability Status,Estado de Disponibilidad del Ventilador del Terminal de Aire VRF,VRF Terminal de Aire: Estado de Disponibilidad del Ventilador,État de disponibilité du ventilateur du terminal air VRF,VRF Borne Aérienne : État de Disponibilité du Ventilateur,Y,Y
VRF Air Terminal Heating Electricity Energy,Energía Eléctrica de Calefacción del Terminal de Aire VRF,Terminal VRF: Energía Eléctrica de Calefacción,Énergie électrique de chauffage du terminal d&apos;air VRF,VRF Air Terminal: Énergie électrique de chauffage,Y,Y
VRF Air Terminal Heating Electricity Rate,Tasa de Electricidad de Calefacción del Terminal de Aire VRF,Terminal VRF: Potencia Eléctrica en Calefacción,Débit électrique de chauffage du terminal aérien VRF,Terminal VRF: Puissance Électrique de Chauffage,Y,Y
VRF Air Terminal Latent Cooling Energy,Energía de Enfriamiento Latente del Terminal de Aire VRF,Terminal VRF: Energía de Enfriamiento Latente,Énergie de refroidissement latent du terminal aérien VRF,Terminal VRF : Énergie de refroidissement latent,Y,Y
VRF Air Terminal Latent Cooling Rate,Tasa de Enfriamiento Latente del Terminal de Aire VRF,Terminal VRF: Tasa de Enfriamiento Latente,Débit de refroidissement sensible du terminal VRF,Terminaux VRF: Débit de refroidissement latent,Y,Y
VRF Air Terminal Latent Heating Energy,Energía de Calefacción Latente del Terminal de Aire VRF,Terminal VRF: Energía Sensible de Calefacción,Énergie de chauffage latent du terminal aérien VRF,Terminal VRF: Énergie de chauffage latente,Y,Y
VRF Air Terminal Latent Heating Rate,Tasa de Calefacción Latente del Terminal de Aire VRF,Terminal VRF: Velocidad de Calentamiento Latente,Débit de puissance latente de chauffage du terminal air VRF,Terminal VRF : Débit de chauffage latent,Y,Y
VRF Air Terminal Sensible Cooling Energy,Energía de Enfriamiento Sensible del Terminal de Aire VRF,Terminal VRF: Energía de Enfriamiento Sensible,Énergie de refroidissement sensible du terminal air VRF,Terminal VRF : Énergie sensible de refroidissement,Y,Y
VRF Air Terminal Sensible Cooling Rate,Tasa de Enfriamiento Sensible del Terminal de Aire VRF,Terminal VRF: Velocidad de Enfriamiento Sensible,Débit de refroidissement sensible du terminal VRF,Terminal VRF : Puissance frigorifique sensible,Y,Y
VRF Air Terminal Sensible Heating Energy,Energía de Calefacción Sensible del Terminal de Aire VRF,Terminal VRF: Energía Sensible de Calefacción,Énergie de chauffage sensible du terminal d&apos;air VRF,Terminal VRF: Énergie de Chauffage Sensible,Y,Y
VRF Air Terminal Sensible Heating Rate,Tasa de Calefacción Sensible del Terminal de Aire VRF,Terminal de Aire VRF: Velocidad de Calentamiento Sensible,Débit de puissance de chauffage sensible du terminal air VRF,Terminal VRF : Puissance de chauffage sensible,Y,Y
VRF Air Terminal Total Cooling Energy,Energía Total de Enfriamiento del Terminal de Aire VRF,Terminal de VRF: Energía Total de Enfriamiento,Énergie de refroidissement totale du terminal air VRF,Terminal VRF: Énergie de Refroidissement Totale,Y,Y
VRF Air Terminal Total Cooling Rate,Tasa Total de Enfriamiento del Terminal de Aire VRF,Terminal VRF: Tasa Total de Enfriamiento,Débit frigorifique total du terminal aérien VRF,Terminal VRF : Puissance frigorifique totale,Y,Y
VRF Air Terminal Total Heating Energy,Energía Total de Calefacción del Terminal de Aire VRF,Terminal VRF: Energía Total de Calefacción,Énergie totale de chauffage du terminal d&apos;air VRF,VRF Terminaison Aérienne: Énergie Totale de Chauffage,Y,Y
VRF Air Terminal Total Heating Rate,Tasa Total de Calefacción del Terminal de Aire VRF,Terminal de Aire VRF: Tasa de Calefacción Total,Débit de chauffage total du terminal VRF,Terminal VRF : Puissance Calorifique Totale,Y,Y
VRF Heat Pump Basin Heater Electricity Energy,Energía Eléctrica del Calefactor de Depósito de la Bomba de Calor VRF,Bomba de Calor VRF: Energía Eléctrica del Calentador de Sumidero,Énergie électrique du chauffage de bassin de la pompe à chaleur VRF,Pompe à chaleur VRF : Énergie électrique du réchauffeur de bac,Y,Y
VRF Heat Pump Basin Heater Electricity Rate,Tasa de Electricidad del Calefactor de Depósito de la Bomba de Calor VRF,Bomba de Calor VRF: Tasa de Consumo Eléctrico del Calentador de Depósito,Taux d&apos;électricité du réchauffeur de bassin de la pompe à chaleur VRF,VRF Pompe à chaleur : Puissance électrique du réchauffeur de bac,Y,Y
VRF Heat Pump COP,COP de la Bomba de Calor VRF,Bomba de Calor VRF: COP,COP de pompe à chaleur VRF,Pompe à chaleur VRF : COP,Y,Y
VRF Heat Pump Condenser Heat Transfer Energy,Energía de Transferencia de Calor del Condensador de la Bomba de Calor VRF,Bomba de Calor VRF: Energía de Transferencia de Calor del Condensador,Énergie de Transfert Thermique du Condenseur de Pompe à Chaleur VRF,Pompe à Chaleur VRF: Énergie de Transfert de Chaleur du Condenseur,Y,Y
VRF Heat Pump Condenser Heat Transfer Rate,Tasa de Transferencia de Calor del Condensador de la Bomba de Calor VRF,Bomba de Calor VRF: Tasa de Transferencia de Calor en Condensador,Débit de transfert de chaleur du condenseur de pompe à chaleur VRF,Pompe à Chaleur VRF: Débit de Transfert de Chaleur du Condenseur,Y,Y
VRF Heat Pump Condenser Inlet Temperature,Temperatura de Entrada del Condensador de la Bomba de Calor VRF,Bomba de Calor VRF: Temperatura de Entrada del Condensador,Température d&apos;entrée du condensateur de la pompe à chaleur VRF,Pompe à chaleur VRF: Température d'entrée du condenseur,Y,Y
VRF Heat Pump Condenser Mass Flow Rate,Caudal Másico del Condensador de la Bomba de Calor VRF,Bomba de Calor VRF: Caudal Másico del Condensador,Débit massique du condenseur de pompe à chaleur VRF,Pompe à Chaleur VRF: Débit Massique du Condenseur,Y,Y
VRF Heat Pump Condenser Outlet Temperature,Temperatura de Salida del Condensador de la Bomba de Calor VRF,Bomba de Calor VRF: Temperatura de Salida del Condensador,Température de sortie du condenseur de pompe à chaleur VRF,Pompe à Chaleur VRF: Température de Sortie du Condenseur,Y,Y
VRF Heat Pump Cooling COP,COP de Enfriamiento de la Bomba de Calor VRF,VRF Bomba de Calor: COP Enfriamiento,COP de refroidissement de la pompe à chaleur VRF,VRF Pompe à Chaleur : COP Refroidissement,Y,Y
VRF Heat Pump Cooling Electricity Energy,Energía Eléctrica de Enfriamiento de la Bomba de Calor VRF,Bomba de Calor VRF: Energía de Electricidad en Refrigeración,Électricité énergétique de refroidissement de pompe à chaleur VRF,VRF Thermopompe : Énergie Électrique de Refroidissement,Y,Y
VRF Heat Pump Cooling Electricity Rate,Tasa de Electricidad de Enfriamiento de la Bomba de Calor VRF,Bomba de Calor VRF: Tasa de Consumo de Electricidad en Refrigeración,Taux d&apos;électricité de refroidissement de la pompe à chaleur VRF,Pompe à Chaleur VRF : Débit de Consommation Électrique en Mode Refroidissement,Y,Y
VRF Heat Pump Crankcase Heater Electricity Energy,Energía Eléctrica del Calefactor del Cárter de la Bomba de Calor VRF,Bomba de Calor VRF: Energía Eléctrica del Calentador del Cárter,Énergie électrique du réchauffeur de carter du pompe à chaleur VRF,VRF Pompe à Chaleur : Énergie Électrique du Réchauffeur de Carter,Y,Y
VRF Heat Pump Crankcase Heater Electricity Rate,Tasa de Electricidad del Calefactor del Cárter de la Bomba de Calor VRF,Bomba de Calor VRF: Velocidad de Consumo Eléctrico del Calentador del Cárter,Tarif d&apos;électricité du réchauffeur de puisard de la pompe à chaleur VRF,Pompe à Chaleur VRF: Puissance Électrique du Réchauffeur de Carter,Y,Y
VRF Heat Pump Cycling Ratio,Relación de Ciclos de la Bomba de Calor VRF,Bomba de Calor VRF: Relación de Ciclado,Ratio de Cycle de la Pompe à Chaleur VRF,Pompe à Chaleur VRF : Rapport de Cycle,Y,Y
VRF Heat Pump Defrost Electricity Energy,Energía Eléctrica de Desescarche de la Bomba de Calor VRF,Bomba de Calor VRF: Energía Eléctrica de Descongelamiento,Énergie électrique de dégivrage de pompe à chaleur VRF,Pompe à Chaleur VRF: Énergie Électrique de Dégivrage,Y,Y
VRF Heat Pump Defrost Electricity Rate,Tasa de Electricidad de Desescarche de la Bomba de Calor VRF,Bomba de Calor VRF: Velocidad de Consumo Eléctrico en Descongelación,VRF Taux d&apos;électricité de dégivrage de la pompe à chaleur,Pompe à Chaleur VRF : Taux de Consommation Électrique du Dégivrage,Y,Y
