Context,English,Old ES,New ES,Old FR,New FR,ES Changed,FR Changed
openstudio::OpenStudioApp,Would you like to Restore library paths to default values or Open the library settings to change them manually?,Desea Restaurar la ruta por defecto de las librerías o Abrir los ajustes de librería para cambiarlos manualmente?,¿Desea restaurar las rutas de biblioteca a los valores predeterminados u abrir la configuración de biblioteca para cambiarlas manualmente?,"Souhaitez-vous
restaurer
les chemins de bibliothèque aux valeurs par défaut ou ouvrir les paramètres de la bibliothèque pour les modifier manuellement ?",Voulez-vous Restaurer les chemins d'accès à la bibliothèque aux valeurs par défaut ou Ouvrir les paramètres de la bibliothèque pour les modifier manuellement?,Y,Y
openstudio::OpenStudioApp,Your settings file ',Solucionador,Tu archivo de configuración ',Votre fichier des paramètres ',Votre fichier de paramètres ',Y,Y
openstudio::OtherEquipmentDefinitionInspectorView,Design Level:,Nivel de diseño:,Nivel de Diseño:,Niveau de conception :,Niveau de conception :,Y,
openstudio::OtherEquipmentDefinitionInspectorView,Fraction Latent:,Fracción latente:,Fracción Latente:,Fraction Latente :,Fraction Latente :,Y,
openstudio::OtherEquipmentDefinitionInspectorView,Fraction Lost:,Fracción perdida:,Fracción Perdida:,Fraction Perdue :,Fraction perdue :,Y,Y
openstudio::OtherEquipmentDefinitionInspectorView,Fraction Radiant:,Fracción radiante:,Fracción Radiante:,Fraction Rayonnante :,Fraction Rayonnée :,Y,Y
openstudio::OtherEquipmentDefinitionInspectorView,Name:,Nombre:,Nombre:,Nom :,Nom :,,
openstudio::OtherEquipmentDefinitionInspectorView,Power Per Person:,Potencia por persona:,Potencia Por Persona:,Puissance par personne :,Puissance par personne :,Y,
openstudio::OtherEquipmentDefinitionInspectorView,Power Per Space Floor Area:,Potencia por área de piso del espacio:,Potencia Por Área De Piso Del Espacio:,Puissance par Unité de Surface au Sol :,Puissance par unité de surface au sol :,Y,Y
openstudio::PathInputView,Open Directory,Coeficiente de Degradación de Tiempo de Funcionamiento Acumulado,Abrir Directorio,Ouvrir le dossier,Ouvrir un répertoire,Y,Y
openstudio::PathInputView,Open Read File,Producto de Transmitancia-Absortancia Normal de la Célula Fotovoltaica,Abrir Archivo de Lectura,Ouvrir le fichier de lecture,Ouvrir un fichier,Y,Y
openstudio::PathInputView,Select Save File,Seleccionar Archivo para Guardar,Seleccionar archivo para guardar,Selectionnez le fichier à écrire,Sélectionner le fichier à enregistrer,Y,Y
openstudio::PeopleDefinitionInspectorView,Add/Remove Extensible Groups,Añadir/Remover Grupos Extensibles,Agregar/Eliminar Grupos Extensibles,Ajouter / Supprimer des groupes extensibles,Ajouter/Supprimer des groupes extensibles,Y,Y
openstudio::PeopleDefinitionInspectorView,Carbon Dioxide Generation Rate:,Tasa de generación de dióxido de carbono:,Tasa de Generación de Dióxido de Carbono:,Taux de génération de dioxyde de carbone :,Taux de génération de dioxyde de carbone :,Y,
openstudio::PeopleDefinitionInspectorView,Enable ASHRAE 55 Comfort Warnings:,Activar advertencias de confort ASHRAE 55:,Activar Advertencias de Confort ASHRAE 55:,Activer les avertissements de confort ASHRAE 55 :,Activer les avertissements de confort ASHRAE 55 :,Y,
openstudio::PeopleDefinitionInspectorView,Fraction Radiant:,Fracción radiante:,Fracción Radiante:,Fraction Rayonnante :,Fraction Rayonnée :,Y,Y
openstudio::PeopleDefinitionInspectorView,Mean Radiant Temperature Calculation Type:,Tipo de cálculo de temperatura radiante media:,Tipo de Cálculo de Temperatura Media Radiante:,Type de calcul de la température rayonnante moyenne :,Calcul du Type de Température Rayonnante Moyenne :,Y,Y
openstudio::PeopleDefinitionInspectorView,Name:,Nombre:,Nombre:,Nom :,Nom :,,
openstudio::PeopleDefinitionInspectorView,Number of People:,Número de personas:,Número de Personas:,Nombre de personnes :,Nombre de personnes :,Y,
openstudio::PeopleDefinitionInspectorView,People per Space Floor Area:,Personas por área de piso del espacio:,Personas por Área de Piso del Espacio:,Personnes par surface utile de l'espace :,Personnes par unité de surface de plancher :,Y,Y
openstudio::PeopleDefinitionInspectorView,Sensible Heat Fraction:,Fracción de calor sensible:,Fracción de Calor Sensible:,Fraction de Chaleur Sensible :,Fraction de chaleur sensible :,Y,Y
openstudio::PeopleDefinitionInspectorView,Space Floor Area per Person:,Área de piso del espacio por persona:,Área de Piso del Espacio por Persona:,Surface de plancher par personne :,Surface au sol de l'espace par personne :,Y,Y
openstudio::PeopleDefinitionInspectorView,Thermal Comfort Model Type,Tipo de Modelo de Confort Térmico,Tipo de Modelo de Confort Térmico,Type de modèle de confort thermique,Type de modèle de confort thermique,,
openstudio::PreviewWebView,"Enables adjacency issues. Enables checks for Surface/Space Convexity, due to this the ThreeJS export is slightly slower","Habilita problemas de adyacencia. Habilita verificaciones de Convexidad de Superficie/Espacio, debido a esto la exportación de ThreeJS es ligeramente más lenta","Habilita validación de adyacencia. Habilita comprobaciones de Convexidad de Superficies/Espacios; debido a esto, la exportación de ThreeJS es ligeramente más lenta","Active les problèmes d'adjacence. Active les vérifications de la convexité des Surface/Space ; en raison de cela, l'export ThreeJS est légèrement plus lent","Active les problèmes d'adjacence. Active les vérifications de convexité des surfaces/espaces, cela ralentit légèrement l'export ThreeJS",Y,Y
openstudio::PreviewWebView,Geometry Diagnostics,Diagnósticos de geometría,Diagnósticos de Geometría,Diagnostics de géométrie,Diagnostics de Géométrie,Y,Y
openstudio::PreviewWebView,Refresh,Actualizar,Actualizar,Actualiser,Actualiser,,
openstudio::RefrigerationCaseGridController,All,Todos,Todos,Tous,Tous,,
openstudio::RefrigerationCaseGridController,"Case
Anti-Sweat
Heaters","Calefactor
Anti-Condensación","Calefactores
Antiempañamiento
de Vitrina","Réchauffeurs
Anti-Condensation
de l'Armoire","Chauffages
Anti-Condensation
de Meuble",Y,Y
openstudio::RefrigerationCaseGridController,Case Length,Longitud de Vitrina,Longitud de la Vitrina,Longueur du boîtier,Longueur du meuble réfrigéré,Y,Y
openstudio::RefrigerationCaseGridController,Check to select all rows,Marcar para seleccionar todas las filas,Marcar para seleccionar todas las filas,Cocher pour sélectionner toutes les lignes,Cochez pour sélectionner toutes les lignes,,Y
openstudio::RefrigerationCaseGridController,Check to select this row,Marcar para seleccionar esta fila,Marque para seleccionar esta fila,Cocher pour sélectionner cette ligne,Cochez pour sélectionner cette ligne,Y,Y
openstudio::RefrigerationCaseGridController,"Cooling
Capacity","Capacidad de
Enfriamiento",Capacidad de Enfriamiento,"Capacité de
Refroidissement",Capacité de refroidissement,Y,Y
openstudio::RefrigerationCaseGridController,"Defrost
And
Restocking","Desescarche
y
Reposición","Descongelación
Y
Reabastecimiento","Décongélation
Et
Réapprovisionnement","Dégivrage
Et
Réapprovisionnement",Y,Y
openstudio::RefrigerationCaseGridController,Fan,Ventilador,Ventilador,Ventilateur,Ventilateur,,
openstudio::RefrigerationCaseGridController,General,General,General,Général,Général,,
openstudio::RefrigerationCaseGridController,Lighting,Iluminación,Iluminación,Éclairage,Éclairage,,
openstudio::RefrigerationCaseGridController,Name,Nombre,Nombre,Nom,Nom,,
openstudio::RefrigerationCaseGridController,Operation,Operación,Operación,Fonctionnement,Fonctionnement,,
openstudio::RefrigerationCaseGridController,Rack,Rack,Equipo Frigorífico,Rack,Groupe frigorifique,Y,Y
openstudio::RefrigerationCaseGridController,Thermal Zone,Zona Térmica,Zona Térmica,Zone thermique,Zone thermique,,
openstudio::RefrigerationCasesDropZoneView,"Drag and Drop
Cases","Arrastrar y soltar
Casos","Arrastrar y soltar
Casos","Glisser-déposer
Meubles","Glisser et déposer
Meubles frigorifiques",,Y
openstudio::RefrigerationCasesView,"%1
Display Cases","%1
Casos de exhibición","%1
Vitrinas de Exhibición","%1
Meubles réfrigérés","%1
Vitrines réfrigérées",Y,Y
openstudio::RefrigerationCasesView,"%1
Walkin Cases","%1
Cámaras frigoríficas","%1
Cámaras Frigoríficas","%1
Chambres froides","%1
Chambres froides de stockage",Y,Y
openstudio::RefrigerationCompressorDropZoneView,"Drag and Drop
Compressor","Arrastrar y soltar
Compresor","Arrastrar y Soltar
Compresor","Glisser-déposer
Compresseur","Glisser-déposer
Compresseur",Y,
openstudio::RefrigerationCondenserView,Drop Condenser,Soltar condensador,Soltar Condensador,Déposer le condenseur,Déposer Condenseur,Y,Y
openstudio::RefrigerationGridView,Display Cases,Vitrinas Refrigeradas,Vitrinas Refrigeradas,Vitrines réfrigérées,Vitrines Réfrigérées,,Y
openstudio::RefrigerationGridView,"Drop
Case","Soltar
Vitrina","Soltar
Caso","Casse
inférieure","Déposer
Cas",Y,Y
openstudio::RefrigerationGridView,"Drop
Walk In","Soltar
Cámara","Soltar
Cámara Frigorífica","Chute
Walk In","Déposer
Chambre froide",Y,Y
openstudio::RefrigerationGridView,Walk Ins,Cámaras Frigoríficas,Cámaras Frigoríficas,Chambres Froides,Chambres Froides,,
openstudio::RefrigerationSHXView,Drop Liquid Suction HX,Soltar HX succión de líquido,Soltar Intercambiador de Calor de Succión Líquida,Déposer l'échangeur liquide-aspiration,Déposer Échangeur Thermique Aspiration Liquide,Y,Y
openstudio::RefrigerationSubCoolerView,Drop Mechanical Sub Cooler,Soltar subenfriador mecánico,Colocar Enfriador Sub-Mecánico,Déposer le sous-refroidisseur mécanique,Déposer Sous-refroidisseur mécanique,Y,Y
openstudio::RefrigerationSystemDropZoneView,Drop Refrigeration System,Soltar Sistema de Refrigeración,Arrastrar Sistema de Refrigeración,Système de Réfrigération Directe,Déposer un système de réfrigération,Y,Y
openstudio::RefrigerationWalkInGridController,All,Todos,Todos,Tous,Tous,,
openstudio::RefrigerationWalkInGridController,Check to select all rows,Marcar para seleccionar todas las filas,Marcar para seleccionar todas las filas,Cocher pour sélectionner toutes les lignes,Cochez pour sélectionner toutes les lignes,,Y
openstudio::RefrigerationWalkInGridController,Check to select this row,Marcar para seleccionar esta fila,Marque para seleccionar esta fila,Cocher pour sélectionner cette ligne,Cochez pour sélectionner cette ligne,Y,Y
openstudio::RefrigerationWalkInGridController,Construction,Construcción,Construcción,Construction,Construction,,
openstudio::RefrigerationWalkInGridController,Defrost,Desescarche,Descongelación,Dégivrage,Dégivrage,Y,
openstudio::RefrigerationWalkInGridController,Dimensions,Dimensiones,Dimensiones,Dimensions,Dimensions,,
openstudio::RefrigerationWalkInGridController,Fans,Ventiladores,Ventiladores,Ventilateurs,Ventilateurs,,
openstudio::RefrigerationWalkInGridController,General,General,General,Général,Général,,
openstudio::RefrigerationWalkInGridController,Heating,Calefacción,Calefacción,Chauffage,Chauffage,,
openstudio::RefrigerationWalkInGridController,Lighting,Iluminación,Iluminación,Éclairage,Éclairage,,
openstudio::RefrigerationWalkInGridController,Name,Nombre,Nombre,Nom,Nom,,
openstudio::RefrigerationWalkInGridController,Operation,Operación,Operación,Fonctionnement,Fonctionnement,,
openstudio::RefrigerationWalkInGridController,Rack,Rack,Equipo Frigorífico,Rack,Groupe frigorifique,Y,Y
openstudio::RefrigerationWalkInGridController,Restocking,Reposición,Reabastecimiento,Réapprovisionnement,Ravitaillement,Y,Y
openstudio::RefrigerationWalkInGridController,Thermal Zone,Zona Térmica,Zona Térmica,Zone thermique,Zone thermique,,
openstudio::ResultsTabController,Results Summary,Resumen de Resultados,Resumen de Resultados,Résumé des résultats,Résumé des résultats,,
openstudio::ResultsView,Custom Report,Informe Personalizado,Informe Personalizado,Rapport personnalisé,Rapport personnalisé,,
openstudio::ResultsView,Custom Report %1,Informe Personalizado %1,Informe personalizado %1,Rapport personnalisé %1,Rapport personnalisé %1,Y,
openstudio::ResultsView,DView was not found in the expected location:,DView no se encontró en la ubicación esperada:,DView no se encontró en la ubicación esperada:,"DView n'a pas été trouvé à l'emplacement prévu
:",DView n'a pas été trouvé à l'emplacement prévu :,,Y
openstudio::ResultsView,EnergyPlus Results,Resultados de EnergyPlus,Resultados de EnergyPlus,Résultats EnergyPlus,Résultats EnergyPlus,,
openstudio::ResultsView,"Open DView for
Detailed Reports","Abrir DView para
Informes Detallados","Abrir DView para
Informes Detallados","Ouvrir DView pour
Rapports détaillés","Ouvrir DView pour
Rapports Détaillés",,Y
openstudio::ResultsView,Refresh,Actualizar,Actualizar,Actualiser,Actualiser,,
openstudio::ResultsView,Reports:,Informes:,Informes:,Rapports :,Rapports :,,
openstudio::ResultsView,"Set Path to DView
in Preferences","Configurar Ruta de DView
en Preferencias","Establecer ruta a DView
en Preferencias","Définir le chemin d'accès à DView
dans les Préférences","Définir le chemin vers DView
dans les Préférences",Y,Y
openstudio::ResultsView,Unable to launch DView,No se puede iniciar DView,No se puede iniciar DView,Impossible de lancer DView,Impossible de lancer DView,,
openstudio::ResultsView,Units Conversion,Conversión de unidades,Conversión de Unidades,Conversion des unités,Conversion d'unités,Y,Y
openstudio::ResultsView,Would you like to display your Energy+ data in IP units?,¿Le gustaría mostrar sus datos de Energy+ en unidades IP?,¿Le gustaría mostrar sus datos de Energy+ en unidades IP?,Souhaitez-vous afficher vos données Energy+ en unités IP ?,Voulez-vous afficher vos données Energy+ en unités impériales ?,,Y
