English,Old ES,New ES,Old FR,New FR,ES Changed,FR Changed
High Fan Speed Air Flow Rate,Relación de Flujo de Aire Exterior en Humedad Alta,Caudal de Aire a Velocidad Alta del Ventilador,Débit d'air à vitesse élevée du ventilateur,Débit d'air à vitesse élevée du ventilateur,Y,
High Fan Speed Fan Power,Temperatura de Aire de Descarga de Calefacción de Límite Máximo,Potencia del Ventilador a Velocidad Alta,Puissance du ventilateur à vitesse élevée,Puissance de Ventilateur à Vitesse Élevée,Y,Y
High Fan Speed U-Factor Times Area Value,Nombre de Lista de Compresor de Alta Presión,Valor de U-Factor por Área a Velocidad Alta del Ventilador,Valeur du facteur U multipliée par la surface à vitesse de ventilation élevée,Valeur U × A à Vitesse Ventilateur Élevée,Y,Y
High Fan Speed U-factor Times Area Value,Relación de Humedad de Referencia Alta,Valor UA (Factor U por Área) a Velocidad Alta del Ventilador,Valeur du coefficient U multiplié par la surface à haut régime du ventilateur,Valeur UA à Vitesse Ventilateur Élevée,Y,Y
High Humidity Control,Temperatura de Referencia Alta,Control de Humedad Alta,Contrôle de l'humidité élevée,Contrôle de l'humidité élevée,Y,
High Humidity Control Flag,Nombre del Esquema de Punto de Referencia Alto,Bandera de Control de Humedad Alta,Indicateur de contrôle d'humidité élevée,Indicateur de contrôle de l'humidité élevée,Y,Y
High Humidity Outdoor Air Flow Ratio,Tasa de Flujo de Aire del Condensador Evaporativo de Alta Velocidad,Relación de Flujo de Aire Exterior Control de Humedad Alta,Ratio de débit d'air extérieur à humidité élevée,Ratio de Débit d'Air Extérieur à Humidité Élevée,Y,Y
High Limit Heating Discharge Air Temperature,Efectividad del Condensador Evaporativo de Alta Velocidad,Temperatura Máxima de Aire de Descarga en Calefacción,Température limite élevée de l'air de sortie en chauffage,Température limite maximale de l'air de soufflage en chauffage,Y,Y
High Pressure CompressorList Name,Consumo de Potencia Nominal de la Bomba del Condensador Evaporativo de Alta Velocidad,Nombre de Lista de Compresores de Alta Presión,Nom de la liste du compresseur haute pression,Nom de la Liste de Compresseurs Haute Pression,Y,Y
High Reference Humidity Ratio,Capacidad Nominal a Velocidad Alta,Relación de Humedad de Referencia Máxima,Rapport d'humidité de référence élevé,Ratio d'humidité de référence élevé,Y,Y
High Reference Temperature,Factor de Dimensionamiento de Alta Velocidad,Temperatura de Referencia Alta,Température de Référence Élevée,Température de Référence Élevée,Y,
High Setpoint Schedule Name,Capacidad de Diseño Estándar de Alta Velocidad,Nombre de Horario de Punto de Consigna Alto,Nom du calendrier du point de consigne élevé,Nom de la plage horaire de consigne élevée,Y,Y
High Speed Evaporative Condenser Air Flow Rate,Capacidad de Diseño Especificada por el Usuario a Alta Velocidad,Caudal de Aire del Condensador Evaporativo a Velocidad Alta,Débit d'air du condenseur évaporatif à vitesse élevée,Débit d'air du condenseur évaporatif à vitesse élevée,Y,
High Speed Evaporative Condenser Effectiveness,Diferencia de Temperatura Alta de la Curva de Congelación,Efectividad del Condensador Evaporativo a Velocidad Alta,Efficacité du condenseur évaporatif à haute vitesse,Efficacité du condenseur à évaporation à vitesse élevée,Y,Y
High Speed Evaporative Condenser Pump Rated Power Consumption,Diferencia de Temperatura Alta de la Curva de Fusión,Consumo de Potencia Nominal de la Bomba del Condensador Evaporativo a Velocidad Alta,Consommation électrique nominale de la pompe du condenseur évaporatif haute vitesse,Consommation d'Énergie Nominale de la Pompe du Condenseur Évaporatif à Vitesse Élevée,Y,Y
High Speed Nominal Capacity,Nombre de Lista de Compresor de Etapa Alta,Capacidad Nominal a Velocidad Alta,Capacité nominale à haut régime,Capacité Nominale à Vitesse Élevée,Y,Y
High Speed Sizing Factor,Horario de Vacaciones:Nombre del Día,Factor de Dimensionamiento a Velocidad Alta,Facteur de dimensionnement à vitesse élevée,Facteur de dimensionnement à vitesse élevée,Y,
High Speed Standard Design Capacity,Espaciamiento Horizontal Entre Tuberías,Capacidad de Diseño Estándar a Velocidad Alta,Capacité de conception standard à vitesse élevée,Capacité de Conception Standard à Vitesse Élevée,Y,Y
High Speed User Specified Design Capacity,Nodo de Entrada de Aire Caliente,Capacidad de Diseño Especificada por Usuario a Velocidad Alta,Capacité de Conception Spécifiée par l'Utilisateur à Haut Débit,Capacité de Conception Spécifiée par l'Utilisateur à Vitesse Élevée,Y,Y
High Temperature Difference of Freezing Curve,Nodo Caliente,Diferencia de Temperatura Elevada de la Curva de Congelación,Différence de température élevée de la courbe de congélation,Différence de température élevée de la courbe de congélation,Y,
High Temperature Difference of Melting Curve,Nombre de Definición de Equipo de Agua Caliente,Diferencia de Temperatura Alta de la Curva de Fusión,Différence de température élevée de la courbe de fusion,Différence de Température Élevée de la Courbe de Fusion,Y,Y
High-Stage CompressorList Name,Nombre del Nodo de Entrada de Agua Caliente,Nombre de Lista de Compresores de Etapa Alta,Nom de la liste de compresseurs d'étage supérieur,Nom de la Liste de Compresseurs Haute Pression,Y,Y
Holiday Schedule Name,Nombre del Horario de Días Festivos,Nombre del Programa de Vacaciones,Nom de l'horaire de vacances,Nom de l'Horaire de Congés,Y,Y
Holiday Schedule:Day Name,Nombre del Nodo de Salida de Agua Caliente,Calendario de Días Festivos: Nombre del Día,Calendrier de Congés : Nom du Jour,Jour du calendrier de congés,Y,Y
Horizontal Spacing Between Pipes,Hora a Simular,Espaciado Horizontal entre Tuberías,Espacement horizontal entre les tuyaux,Espacement Horizontal Entre les Conduites,Y,Y
Hot Air Inlet Node,Tipo de Control de Humidificación,Nodo de Entrada de Aire Caliente,Nœud d'entrée d'air chaud,Nœud d'entrée d'air chaud,Y,
Hot Node,Nombre de la Programación del Punto de Consigna de Humedad Relativa de Humidificación,Nodo Caliente,Nœud Chaud,Nœud Chaud,Y,
Hot Water Equipment Definition Name,Nombre de Zona de Control del Higrostato,Nombre de Definición de Equipo de Agua Caliente,Nom de la définition de l'équipement d'eau chaude,Nom de la Définition du Matériel d'Eau Chaude,Y,Y
Hot Water Equipment Schedule Name,Nombre del Horario de Equipos de Agua Caliente,Nombre de Calendario de Equipo de Agua Caliente,Nom du calendrier d'équipement d'eau chaude,Nom de la période d'utilisation de l'équipement d'eau chaude,Y,Y
Hot Water Inlet Node Name,Nombre del Humidostato,Nombre del Nodo de Entrada de Agua Caliente,Nom du nœud d'entrée d'eau chaude,Nom du Nœud d'Entrée Eau Chaude,Y,Y
Hot Water Outlet Node Name,Humedad a Energía de Calentador Anti-Condensación Cero,Nombre del Nodo de Salida de Agua Caliente,Nom du nœud de sortie d'eau chaude,Nom du Nœud de Sortie d'Eau Chaude,Y,Y
Hot Water Supply Temperature Schedule Name,Nombre del Horario de Temperatura del Agua Caliente de Suministro,Nombre del Programa de Temperatura de Suministro de Agua Caliente,Nom de l'emploi du temps de la température d'alimentation en eau chaude,Nom de la Planification de la Température d'Alimentation en Eau Chaude,Y,Y
Hour,Hora,Hora,Heure,Heure,,
Hour to Simulate,Multiplicador de Capacidad de Humedad,Hora a Simular,Heure à simuler,Heure à simuler,Y,
Hours of Operation Schedule Name,Nombre del Horario de Horas de Operación,Nombre de la Programación de Horas de Operación,Nom du calendrier des heures d'exploitation,Nom de l'emploi du temps des heures de fonctionnement,Y,Y
Humidification Control Type,Nombre de Programa de Día de Condición de Humedad,Tipo de Control de Humidificación,Type de contrôle de l'humidification,Type de contrôle de l'humidification,Y,
Humidifying Relative Humidity Setpoint Schedule Name,Tipo de Condición de Humedad,Nombre de Programa del Punto de Consigna de Humedad Relativa de Humidificación,Nom de l'horaire du point de consigne d'humidité relative pour l'humidification,Nom de la consigne d'humidité relative pour l'humidification,Y,Y
Humidistat Control Zone Name,Relación de Humedad en Temperatura de Bulbo Seco Máxima,Nombre de la Zona de Control de Humidostato,Nom de la zone de contrôle de l'hygromètre,Nom de la zone de contrôle du humidistat,Y,Y
Humidistat Name,Coeficiente 1 de la Ecuación de Relación de Humedad,Nombre del Humidostato,Nom du Humidistat,Nom du Humidistat,Y,
Humidity at Zero Anti-Sweat Heater Energy,Coeficiente 2 de la Ecuación de Relación de Humedad,Humedad Relativa a Energía Cero del Calefactor Antiempañante,Humidité à Énergie Zéro du Réchauffeur Anti-Condensation,Humidité relative à énergie de résistance anti-buée nulle,Y,Y
Humidity Capacity Multiplier,Coeficiente 3 de la Ecuación de Proporción de Humedad,Multiplicador de Capacidad de Humedad,Multiplicateur de Capacité d'Humidité,Multiplicateur de Capacité Hygrométrique,Y,Y
Humidity Condition Day Schedule Name,Coeficiente 4 de la Ecuación de Relación de Humedad,Nombre de Programa de Día de Condición de Humedad,Nom de l'agenda de jour de condition d'humidité,Nom de la journée-type pour la condition d'humidité,Y,Y
Humidity Condition Type,Coeficiente 5 de la Ecuación de Relación de Humedad,Tipo de Condición de Humedad,Type de condition d'humidité,Type de condition d'humidité,Y,
Humidity Ratio at Maximum Dry-Bulb,Coeficiente 6 de la Ecuación de Relación de Humedad,Relación de Humedad a Temperatura de Bulbo Seco Máxima,Rapport d'humidité à la température sèche maximale,Rapport d'humidité à la température sèche maximale,Y,
Humidity Ratio Equation Coefficient 1,Coeficiente 7 de la Ecuación de Relación de Humedad,Coeficiente 1 de la Ecuación de Relación de Humedad,Coefficient 1 de l'équation du rapport d'humidité,Coefficient 1 de l'équation du ratio d'humidité,Y,Y
Humidity Ratio Equation Coefficient 2,Coeficiente 8 de la Ecuación de la Relación de Humedad,Coeficiente 2 de la Ecuación de Relación de Humedad,Coefficient 2 de l'équation du ratio d'humidité,Coefficient 2 de l'équation du rapport d'humidité,Y,Y
Humidity Ratio Equation Coefficient 3,Componente HVAC,Coeficiente 3 de la Ecuación de Relación de Humedad,Coefficient 3 de l'équation du rapport d'humidité,Coefficient 3 de l'équation du rapport d'humidité,Y,
Humidity Ratio Equation Coefficient 4,Componente HVAC,Coeficiente 4 de la Ecuación de Razón de Humedad,Coefficient 4 de l'équation du rapport d'humidité,Coefficient 4 de l'équation du rapport d'humidité,Y,
Humidity Ratio Equation Coefficient 5,Diámetro Hidráulico,Coeficiente 5 de la ecuación de razón de humedad,Coefficient 5 de l'équation du ratio d'humidité,Coefficient 5 de l'équation du ratio d'humidité,Y,
Humidity Ratio Equation Coefficient 6,Conductividad de Tuberías Hidrónicas,Coeficiente 6 de la Ecuación de Razón de Humedad,Coefficient 6 de l'équation du rapport d'humidité,Coefficient 6 de l'équation du rapport d'humidité,Y,
Humidity Ratio Equation Coefficient 7,Diámetro Interior de la Tubería Hidrónica,Coeficiente 7 de la Ecuación de Razón de Humedad,Coefficient 7 de l'équation du rapport d'humidité,Coefficient 7 de l'équation du rapport d'humidité,Y,
Humidity Ratio Equation Coefficient 8,Longitud de Tubería Hidrónica,Coeficiente 8 de la Ecuación de Relación de Humedad,Coefficient 8 de l'équation du rapport d'humidité,Coefficient 8 de l'équation du rapport d'humidité,Y,
HVAC Component,Diámetro Exterior de la Tubería Hidrónica,Componente HVAC,Composant HVAC,Composant HVAC,Y,
HVACComponent,Capacidad de Almacenamiento de Hielo,Componente HVAC,HVACComponent,Composant HVAC,Y,Y
Hydraulic Diameter,Tipo de Colector ICS,Diámetro Hidráulico,Diamètre hydraulique,Diamètre hydraulique,Y,
Hydronic Tubing Conductivity,Ruta del archivo IES,Conductividad del Tubo Hidrónico,Conductivité du tuyautage hydronique,Conductivité thermique du tube,Y,Y
Hydronic Tubing Inside Diameter,Nombre del Mapa de Iluminancia,Diámetro Interior de la Tubería Hidrónica,Diamètre intérieur du tube hydronique,Diamètre intérieur du tube hydronique,Y,
Hydronic Tubing Length,Punto de Referencia de Iluminancia,Longitud del Tubo Hidrónico,Longueur de la tuyauterie hydrothermique,Longueur du tube hydronic,Y,Y
